Year,Rk,Pk,Tm,name,college,Yrs,Totals_G,Totals_MP,Totals_PTS,Totals_TRB,Totals_AST,Shooting_FG,Shooting__3P,Shooting_FT,Per_Game_MP,Per_Game_PTS,Per_Game_TRB,Per_Game_AST,Advanced_WS,Advanced_WS48,Advanced_BPM,Advanced_VORP
1949,71,,STB,Marv Schatzman,Saint Louis,1,34,,115,,38,0.247,,0.58,,3.4,,1.1,-0.9,,,
1949,72,,STB,Eddie Van,Northwestern Oklahoma State University,,,,,,,,,,,,,,,,,
1949,73,,STB,Preston Ward,Missouri State University,,,,,,,,,,,,,,,,,
1949,74,,WSC,Maynard Haitcock,George Washington,,,,,,,,,,,,,,,,,
1949,75,,WSC,Jim Lacy,Loyola College in Maryland,,,,,,,,,,,,,,,,,
1950,1,,PHW,Paul Arizin,Villanova,10,713,24897,16266,6129,1665,0.421,,0.81,38.4,22.8,8.6,2.3,108.8,0.183,,
1950,2,1,BOS,Chuck Share,Bowling Green,9,596,13023,4928,4986,809,0.4,,0.693,21.9,8.3,8.4,1.4,40.9,0.151,,
1950,3,2,BLB,Don Rehfeldt,Wisconsin,2,98,788,692,494,118,0.37,,0.758,20.2,7.1,5,1.2,3.5,0.048,,
1950,4,3,TRI,Bob Cousy,Holy Cross,14,924,30165,16960,4786,6955,0.375,,0.803,35.3,18.4,5.2,7.5,91.1,0.139,,
1950,5,4,WSC,Dick Schnittker,Ohio State,6,364,6744,3030,1372,479,0.379,,0.825,20.1,8.3,3.8,1.3,22,0.132,,
1950,6,5,CHS,Larry Foust,La Salle,12,817,21890,11198,8041,1368,0.405,,0.741,29.2,13.7,9.8,1.7,74.3,0.153,,
1950,7,6,NYK,Irwin Dambrot,City College of New York,,,,,,,,,,,,,,,,,
1950,8,7,FTW,George Yardley,Stanford,7,472,15767,9063,4220,815,0.422,,0.78,33.4,19.2,8.9,1.7,58.5,0.178,,
1950,9,8,INO,Bob Lavoy,Western Kentucky,4,264,5433,2156,1634,391,0.384,,0.707,27,8.2,6.2,1.5,15.9,0.132,,
1950,10,9,ROC,Joe McNamee,San Francisco,2,118,695,289,238,58,0.298,,0.62,12,2.4,2,0.5,-0.5,0,,
1950,11,10,MNL,Kevin O'Shea,Notre Dame,3,174,2368,911,402,358,0.337,,0.68,21.3,5.2,2.3,2.1,3.8,0.034,,
1950,12,11,SYR,Don Lofgran,San Francisco,4,209,3422,1265,817,216,0.329,,0.692,23.1,6.1,3.9,1,3.1,0.044,,
1950,13,,BLB,John Pilch,Wyoming,1,9,41,5,9,2,0.1,,0.5,4.6,0.6,1,0.2,-0.1,-0.118,,
1950,14,,BOS,Chuck Cooper,Duquesne,6,409,7964,2725,2431,734,0.339,,0.743,23.2,6.7,5.9,1.8,11.6,0.05,,
1950,15,,CHS,Wally Osterkorn,Illinois,4,204,5187,1436,1218,346,0.334,,0.592,25.4,7,6,1.7,8.9,0.082,,
1950,16,,FTW,Jim Riffey,Tulane,1,35,,150,61,16,0.351,,0.769,,4.3,1.7,0.5,0.2,,,
1950,17,,INO,Paul Unruh,Bradley,,,,,,,,,,,,,,,,,
1950,18,,MNL,Hal Haskins,Hamline University,,,,,,,,,,,,,,,,,
1950,19,,NYK,Herb Scherer,Long Island University,2,32,167,115,76,23,0.289,,0.592,13.9,3.6,2.4,0.7,-0.4,-0.092,,
1950,20,,PHW,Ed Dahler,Duquesne,1,14,112,35,22,5,0.368,,1,8,2.5,1.6,0.4,0.1,0.036,,
1950,21,,ROC,George Stanich,UCLA,,,,,,,,,,,,,,,,,
1950,22,,SYR,Gerry Calabrese,St. John's,2,104,937,492,149,148,0.348,,0.702,16.2,4.7,1.4,1.4,1.9,0.046,,
1950,23,,TRI,Ed Gayda,Washington State,1,15,,56,39,13,0.413,,0.75,,3.7,2.6,0.9,0.6,,,
1950,24,,WSC,Bill Sharman,USC,11,711,21793,12665,2793,2101,0.426,,0.883,32,17.8,3.9,3,82.8,0.178,,
1950,25,,BLB,Dick Dickey,NC State,1,45,440,127,81,50,0.294,,0.681,9.8,2.8,1.8,1.1,0.3,0.028,,
1950,26,,BOS,Bob Donham,Ohio State,4,273,4866,1818,1071,706,0.48,,0.507,23.7,6.7,3.9,2.6,18,0.132,,
1950,27,,CHS,Lou Watson,Indiana,,,,,,,,,,,,,,,,,
1950,28,,FTW,Art Burris,Tennessee,2,74,514,187,205,54,0.26,,0.627,12.5,2.5,2.8,0.7,-1,-0.073,,
1950,29,,INO,Chuck Mrazovich,Eastern Kentucky University,1,25,,85,40,13,0.35,,0.604,,3.4,1.6,0.5,0.4,,,
1950,30,,MNL,Howie Williams,Purdue,,,,,,,,,,,,,,,,,
1950,31,,NYK,Stan Weber,Bowling Green,,,,,,,,,,,,,,,,,
1950,32,,PHW,Buddy Cate,Western Kentucky,,,,,,,,,,,,,,,,,
1950,33,,ROC,Bob Roper,John Carroll University,,,,,,,,,,,,,,,,,
1950,34,,SYR,Stan Christie,USC,,,,,,,,,,,,,,,,,
1950,35,,TRI,Clarence Brannum,Kansas State,,,,,,,,,,,,,,,,,
1950,36,,WSC,Alan Sawyer,UCLA,1,33,,217,121,25,0.37,,0.86,,6.6,3.7,0.8,0.9,,,
1950,37,,BLB,Jerry Reed,Wyoming,,,,,,,,,,,,,,,,,
1950,38,,BOS,Ken Reeves,Louisville,,,,,,,,,,,,,,,,,
1950,39,,CHS,Ken Murray,St. Bonaventure,3,181,2118,1471,599,482,0.335,,0.747,18.4,8.1,3.3,2.7,-0.7,-0.016,,
1950,40,,FTW,Len Rzewszewski,Indiana State University,,,,,,,,,,,,,,,,,
1950,41,,INO,Jim Line,Kentucky,,,,,,,,,,,,,,,,,
1950,42,,MNL,Bud Grant,Minnesota,2,96,,249,115,90,0.318,,0.59,,2.6,1.9,0.9,1.1,,,
1950,43,,NYK,Joe Ossola,Saint Louis,,,,,,,,,,,,,,,,,
1950,44,,PHW,Paul Sensky,Saint Joseph's,,,,,,,,,,,,,,,,,
1950,45,,ROC,Chet Giermak,William & Mary,,,,,,,,,,,,,,,,,
1950,46,,SYR,Paul Merchant,Oklahoma,,,,,,,,,,,,,,,,,
1950,47,,TRI,Paul Hicks,Eastern Kentucky University,,,,,,,,,,,,,,,,,
1950,48,,WSC,Tommy O'Keefe,Georgetown,1,6,,23,7,10,0.357,,0.75,,3.8,1.2,1.7,0.1,,,
1950,49,,BLB,Norm Mager,City College of New York,1,24,,124,47,23,0.282,,0.786,,5.2,2,1,0,,,
1950,50,,BOS,Jack Shelton,Oklahoma State,,,,,,,,,,,,,,,,,
1950,51,,CHS,Don Stroot,Missouri,,,,,,,,,,,,,,,,,
1950,52,,FTW,Ed Thompson,Kent State University,,,,,,,,,,,,,,,,,
1950,53,,INO,Sonny Allen,Morehead State University,,,,,,,,,,,,,,,,,
1950,54,,MNL,Ed Beach,West Virginia,1,12,,22,25,3,0.211,,0.667,,1.8,2.1,0.3,-0.3,,,
1950,55,,NYK,Dick Barnes,San Diego State,,,,,,,,,,,,,,,,,
1950,56,,PHW,Ike Borsavage,Temple,1,24,,64,24,4,0.351,,0.667,,2.7,1,0.2,0.1,,,
1950,57,,ROC,Joe Nelson,BYU,,,,,,,,,,,,,,,,,
1950,58,,SYR,Paul Hickey,Denver,,,,,,,,,,,,,,,,,
1950,59,,TRI,Cal Christensen,Toledo,5,291,4009,1507,1587,460,0.33,,0.606,17.9,5.2,5.5,1.6,8.2,0.06,,
1950,60,,WSC,Claude Overton,East Central University,1,15,182,58,25,15,0.253,,0.667,12.1,3.9,1.7,1,-0.4,-0.115,,
1950,61,,BLB,Rick Harman,Kansas State,,,,,,,,,,,,,,,,,
1950,62,,BOS,Mo Mahoney,Brown University,2,8,45,12,9,2,0.333,,0.8,5.6,1.5,1.1,0.3,0,0.034,,
1950,63,,CHS,Stu Inman,San Jose State,,,,,,,,,,,,,,,,,
1950,64,,FTW,Bob Metcalf,Valparaiso,,,,,,,,,,,,,,,,,
1950,65,,INO,Ralph O'Brien,Butler,2,119,2335,848,192,180,0.36,,0.83,19.6,7.1,1.6,1.5,3.1,0.064,,
1950,66,,MNL,Wayne Glasgow,Oklahoma,,,,,,,,,,,,,,,,,
1950,67,,NYK,Don Parsons,Rutgers University,,,,,,,,,,,,,,,,,
1950,68,,PHW,Dick Dallmer,Cincinnati,,,,,,,,,,,,,,,,,
1950,69,,ROC,John Givens,Western Kentucky,,,,,,,,,,,,,,,,,
1950,70,,SYR,Mack Suprunowicz,Michigan,,,,,,,,,,,,,,,,,
1950,71,,TRI,Bob Anderson,Loyola College in Maryland,,,,,,,,,,,,,,,,,
1950,72,,WSC,Warren Cartier,NC State,,,,,,,,,,,,,,,,,
1950,73,,BLB,Frank Comerford,La Salle,,,,,,,,,,,,,,,,,
1950,74,,BOS,Dale Barnstable,Kentucky,,,,,,,,,,,,,,,,,
1950,75,,CHS,Milt Whitehead,Nebraska,,,,,,,,,,,,,,,,,
1950,76,,FTW,Ed Jones,Tennessee,,,,,,,,,,,,,,,,,
1950,77,,INO,Leon Blevins,Arizona,1,2,,2,2,1,0.25,,0,,1,1,0.5,0,,,
1950,78,,MNL,Joe Hutton,Hamline University,2,120,723,302,187,115,0.331,,0.69,12.1,2.5,1.6,1,2.2,0.102,,
1950,79,,NYK,Dan Bagley,Notre Dame,,,,,,,,,,,,,,,,,
1950,80,,PHW,Charles Northup,Siena College,,,,,,,,,,,,,,,,,
1950,81,,ROC,Dan Kahler,Southwestern College,,,,,,,,,,,,,,,,,
1950,82,,SYR,Lou Arko,University of Akron,,,,,,,,,,,,,,,,,
1950,83,,TRI,Bill Erickson,Illinois,,,,,,,,,,,,,,,,,
1950,84,,WSC,Jim Cathcart,Arkansas,,,,,,,,,,,,,,,,,
1950,85,,BLB,George Bush,Toledo,,,,,,,,,,,,,,,,,
1950,86,,BOS,Frank Oftring,Holy Cross,,,,,,,,,,,,,,,,,
1950,87,,CHS,George King,University of Charleston,6,411,13408,4219,1606,1958,0.382,,0.642,32.6,10.3,3.9,4.8,31.4,0.113,,
1950,88,,FTW,Billy Adcock,Vanderbilt,,,,,,,,,,,,,,,,,
1950,89,,INO,Jerry Stuteville,Indiana,,,,,,,,,,,,,,,,,
1950,90,,MNL,Nate Benson,Wisconsin-River Falls,,,,,,,,,,,,,,,,,
1950,91,,NYK,Charles Hope,Appalachian State University,,,,,,,,,,,,,,,,,
1950,92,,PHW,Brooks Ricca,Villanova,,,,,,,,,,,,,,,,,
1950,93,,ROC,Carl Kraushaar,UCLA,,,,,,,,,,,,,,,,,
1950,94,,SYR,Bob Healey,Georgia,,,,,,,,,,,,,,,,,
1950,95,,TRI,Loy Doty,Wyoming,,,,,,,,,,,,,,,,,
1950,96,,WSC,Joe Greenbach,Santa Clara,,,,,,,,,,,,,,,,,
1950,97,,BLB,Jack Laub,Cincinnati,,,,,,,,,,,,,,,,,
1950,98,,BOS,Bob Cope,Montana,,,,,,,,,,,,,,,,,
1950,99,,CHS,John Brown,Georgetown,,,,,,,,,,,,,,,,,
1950,100,,FTW,Al Henningsen,Northwest Missouri State University,,,,,,,,,,,,,,,,,
1950,101,,INO,Gene Schmidt,TCU,,,,,,,,,,,,,,,,,
1950,102,,MNL,Jim Reilly,Swarthmore College,,,,,,,,,,,,,,,,,
1950,103,,NYK,Don Heathington,Baylor,,,,,,,,,,,,,,,,,
1950,104,,PHW,Joe Kaufman,NYU,,,,,,,,,,,,,,,,,
1950,105,,ROC,Warren Switzer,Rice University,,,,,,,,,,,,,,,,,
1950,106,,SYR,Bob Savage,Syracuse,,,,,,,,,,,,,,,,,
1950,107,,TRI,Nate DeLong,Wisconsin-River Falls,1,17,132,64,31,14,0.476,,0.686,7.8,3.8,1.8,0.8,0.8,0.309,,
1950,108,,WSC,Earl Lloyd,West Virginia State University,9,560,14477,4682,3609,810,0.356,,0.75,26.2,8.4,6.4,1.4,19.1,0.062,,
1950,109,,BLB,Mike Zedalis,Loyola College in Maryland,,,,,,,,,,,,,,,,,
1950,110,,BOS,Matt Forman,Holy Cross,,,,,,,,,,,,,,,,,
1950,111,,CHS,Bud Schaeffer,Wheaton College,,,,,,,,,,,,,,,,,
1950,112,,INO,Colin Anderson,Georgia Tech,,,,,,,,,,,,,,,,,
1950,113,,MNL,Andy Butchko,Purdue,,,,,,,,,,,,,,,,,
1950,114,,PHW,Bernie Adams,Princeton,,,,,,,,,,,,,,,,,
1950,115,,ROC,Harry Foley,Niagara University,,,,,,,,,,,,,,,,,
1950,116,,SYR,Glenn Wilkes,Mercer University,,,,,,,,,,,,,,,,,
1950,117,,TRI,Keith Bloom,Wyoming,,,,,,,,,,,,,,,,,
1950,118,,WSC,Joe Noertker,Virginia,,,,,,,,,,,,,,,,,
1950,119,,INO,Jimmy Doyle,Butler,,,,,,,,,,,,,,,,,
1950,120,,PHW,Leo Wolfe,Villanova,,,,,,,,,,,,,,,,,
1950,121,,PHW,Ed Montgomery,Tennessee,,,,,,,,,,,,,,,,,
1951,1,,MNL,Whitey Skoog,Minnesota,6,341,9193,2800,1133,903,0.388,,0.799,27,8.2,3.3,2.6,14.3,0.075,,
1951,2,1,BLB,Gene Melchiorre,Bradley,,,,,,,,,,,,,,,,,
1951,3,2,TRI,Mel Hutchins,BYU,7,437,16574,4851,4186,1298,0.389,,0.673,37.9,11.1,9.6,3,27.9,0.081,,
1951,4,3,INO,Marcus Freiberger,Oklahoma,,,,,,,,,,,,,,,,,
1951,5,4,FTW,Zeke Sinicola,Niagara University,2,12,48,13,2,3,0.25,,0.375,4,1.1,0.2,0.3,-0.2,-0.223,,
1951,6,5,SYR,John McConathy,Northwestern State University,1,11,106,14,20,8,0.138,,0.429,9.6,1.3,1.8,0.7,-0.5,-0.214,,
1951,7,6,NYK,Ed Smith,Harvard University,1,12,127,35,32,10,0.286,,0.538,10.6,2.9,2.7,0.8,-0.3,-0.105,,
1951,8,7,BOS,Ernie Barrett,Kansas State,2,131,2092,641,343,229,0.369,,0.748,16,4.9,2.6,1.7,0.8,0.017,,
1951,9,8,ROC,Sam Ranzino,NC State,1,39,234,86,39,25,0.333,,0.703,6,2.2,1,0.6,0.2,0.038,,
1951,10,9,PHW,Don Sunderlage,Illinois,2,113,2636,874,281,224,0.326,,0.732,23.3,7.7,2.5,2,2.7,0.049,,
1951,11,10,BLB,Jack Stone,Kansas State,,,,,,,,,,,,,,,,,
1951,12,11,TRI,Bill Gossett,Colorado State,,,,,,,,,,,,,,,,,
1951,13,12,INO,Scotty Steagall,Millikin University,,,,,,,,,,,,,,,,,
1951,14,13,FTW,Jack Kiley,Syracuse,2,53,504,124,51,65,0.227,,0.571,9.5,2.3,1,1.2,-1.8,-0.175,,
1951,15,14,SYR,Don Savage,LeMoyne College,2,17,173,54,31,14,0.242,,0.686,10.2,3.2,1.8,0.8,-0.1,-0.029,,
1951,16,15,NYK,Roland Minson,BYU,,,,,,,,,,,,,,,,,
1951,17,16,BOS,Bill Garrett,Indiana,,,,,,,,,,,,,,,,,
1951,18,17,ROC,Ray Ragelis,Northwestern,1,51,337,68,76,31,0.26,,0.621,6.6,1.3,1.5,0.6,-0.4,-0.059,,
1951,19,18,PHW,Mel Payton,Tulane,2,111,1895,595,396,126,0.363,,0.746,17.1,5.4,3.6,1.1,2.5,0.062,,
1951,20,19,MNL,Lew Hitch,Kansas State,6,414,8364,2075,2183,499,0.376,,0.674,20.2,5,5.3,1.2,11.5,0.066,,
1951,21,20,BLB,Bill Mann,Bradley,,,,,,,,,,,,,,,,,
1951,22,21,TRI,Ron Bontemps,Beloit College,,,,,,,,,,,,,,,,,
1951,23,22,INO,Glenn Kammeyer,Central Missouri State University,,,,,,,,,,,,,,,,,
1951,24,23,FTW,Jake Fendley,Northwestern,2,103,1031,287,126,94,0.344,,0.742,10,2.8,1.2,0.9,2.1,0.097,,
1951,25,24,SYR,Bato Govedarica,DePaul,1,23,258,75,18,24,0.316,,0.676,11.2,3.3,0.8,1,0.2,0.044,,
1951,26,25,NYK,Joe Luchi,Cincinnati,,,,,,,,,,,,,,,,,
1951,27,26,BOS,John Furlong,Pepperdine,,,,,,,,,,,,,,,,,
1951,28,27,ROC,Fred Diute,St. Bonaventure,1,7,72,11,13,4,0.095,,0.583,10.3,1.6,1.9,0.6,-0.3,-0.204,,
1951,29,28,PHW,Bob Schloss,Georgia,,,,,,,,,,,,,,,,,
1951,30,29,MNL,Bob Payne,Oregon State,,,,,,,,,,,,,,,,,
1951,31,30,BLB,Bill Hagler,California,,,,,,,,,,,,,,,,,
1951,32,31,TRI,Jim Slaughter,South Carolina,1,28,525,147,148,25,0.321,,0.603,18.8,5.3,5.3,0.9,-0.1,-0.01,,
1951,33,32,INO,Bill Tosheff,Indiana,3,203,6339,1859,608,661,0.315,,0.793,31.2,9.2,3,3.3,5.2,0.039,,
1951,34,33,FTW,Herb Hargett,Mississippi State,,,,,,,,,,,,,,,,,
1951,35,34,SYR,Paul Horvath,NC State,,,,,,,,,,,,,,,,,
1951,36,35,NYK,Lloyd Sandstrom,University of St. Thomas,,,,,,,,,,,,,,,,,
1951,37,36,BOS,Bob Barnett,University of Evansville,,,,,,,,,,,,,,,,,
1951,38,37,ROC,Elmer Behnke,Bradley,1,4,55,16,17,4,0.273,,0.571,13.8,4,4.3,1,-0.1,-0.098,,
1951,39,38,PHW,Jud Milhon,Ohio Wesleyan University,,,,,,,,,,,,,,,,,
1951,40,39,MNL,Gale McArthur,Oklahoma State,,,,,,,,,,,,,,,,,
1951,41,40,BLB,Leroy Ishman,American University,,,,,,,,,,,,,,,,,
1951,42,41,TRI,Bob Sakel,University of Evansville,,,,,,,,,,,,,,,,,
1951,43,42,INO,Bob Pierce,Nebraska,,,,,,,,,,,,,,,,,
1951,44,43,FTW,Leo Johnson,Arizona,,,,,,,,,,,,,,,,,
1951,45,44,SYR,Glen Anderson,Colorado State,,,,,,,,,,,,,,,,,
1951,46,45,NYK,Tom Smith,Saint Peter's College,,,,,,,,,,,,,,,,,
1951,47,46,BOS,Rip Gish,Western Kentucky,,,,,,,,,,,,,,,,,
1951,48,47,ROC,Dan Bagley,Notre Dame,,,,,,,,,,,,,,,,,
1951,49,48,PHW,Mike Kearns,Princeton,1,6,25,1,3,5,0,,0.25,4.2,0.2,0.5,0.8,-0.1,-0.223,,
1951,50,49,MNL,Leo Vander Kuy,Michigan,,,,,,,,,,,,,,,,,
1951,51,50,BLB,Glen Duggins,Utah,,,,,,,,,,,,,,,,,
1951,52,51,TRI,John Rennicke,Drake University,1,6,54,11,9,1,0.222,,0.333,9,1.8,1.5,0.2,-0.2,-0.218,,
1951,53,52,INO,Marv Johnson,Wheaton College,,,,,,,,,,,,,,,,,
1951,54,53,FTW,Frank Clasbeek,Iowa,,,,,,,,,,,,,,,,,
1951,55,54,SYR,Bob Wheeler,Idaho,,,,,,,,,,,,,,,,,
1951,56,55,NYK,Alfred McGuire,St. John's,4,191,2966,757,418,363,0.379,,0.551,15.5,4,2.2,1.9,5.5,0.088,,
1951,57,56,BOS,Jim Luisi,St. Francis College,1,31,367,89,25,35,0.326,,0.659,11.8,2.9,0.8,1.1,0,0.002,,
1951,58,57,ROC,Jim Ove,Valparaiso,,,,,,,,,,,,,,,,,
1951,59,58,PHW,Bob Swails,University of Indianapolis,,,,,,,,,,,,,,,,,
1951,60,59,MNL,Deward Dopson,Arkansas Tech University,,,,,,,,,,,,,,,,,
1951,61,60,BLB,Tom Riach,USC,,,,,,,,,,,,,,,,,
1951,62,61,TRI,Bob Ambler,Arkansas,,,,,,,,,,,,,,,,,
1951,63,62,INO,Ted Beach,Illinois,,,,,,,,,,,,,,,,,
1951,64,63,FTW,Jim Ramstead,Stanford,,,,,,,,,,,,,,,,,
1951,65,64,SYR,Roy Reardon,St. Francis College,,,,,,,,,,,,,,,,,
1951,66,65,NYK,Sid Ryen,Denver,,,,,,,,,,,,,,,,,
1951,67,66,BOS,John Azary,Columbia University,,,,,,,,,,,,,,,,,
1951,68,67,ROC,John Brown,SMU,,,,,,,,,,,,,,,,,
1951,69,68,PHW,George Dempsey,King's College,5,315,5720,1574,1125,711,0.407,,0.661,18.2,5,3.6,2.3,10.8,0.09,,
1951,70,69,MNL,Ed Head,Kansas State,,,,,,,,,,,,,,,,,
1951,71,70,BLB,Bill Harper,Oregon State,,,,,,,,,,,,,,,,,
1951,72,71,TRI,Aaron Preece,Bradley,,,,,,,,,,,,,,,,,
1951,73,72,INO,George Kelly,Vanderbilt,,,,,,,,,,,,,,,,,
1951,74,73,FTW,John Manning,Duquesne,,,,,,,,,,,,,,,,,
1951,75,74,SYR,Tom Jockle,Syracuse,,,,,,,,,,,,,,,,,
1951,76,75,BOS,Hugo Kappler,NC State,,,,,,,,,,,,,,,,,
1951,77,76,ROC,George Davidson,Lafayette College,,,,,,,,,,,,,,,,,
1951,78,77,PHW,James Phelan,La Salle,1,4,33,3,5,2,0,,0.5,8.3,0.8,1.3,0.5,-0.1,-0.187,,
1951,79,78,BLB,Bob Crowe,San Jose State,,,,,,,,,,,,,,,,,
1951,80,79,TRI,Wayne Tucker,Colorado,,,,,,,,,,,,,,,,,
1951,81,80,SYR,Ray Kirkwasser,Ithaca College,,,,,,,,,,,,,,,,,
1951,82,81,PHW,Hugh Faulkner,Pepperdine,,,,,,,,,,,,,,,,,
1951,83,82,BLB,Dan Torrey,Oregon State,,,,,,,,,,,,,,,,,
1951,84,83,TRI,John DeWitt,Texas A&M,,,,,,,,,,,,,,,,,
1951,85,84,PHW,Paul Gerwin,Cornell,,,,,,,,,,,,,,,,,
1951,86,85,BLB,Clem Pavilonis,DePaul,,,,,,,,,,,,,,,,,
1951,87,86,BLB,John Burke,Springfield College,,,,,,,,,,,,,,,,,
1952,1,,PHW,Bill Mlkvy,Temple,1,31,608,181,101,62,0.305,,0.646,19.6,5.8,3.3,2,-1,-0.082,,
1952,2,1,MLH,Mark Workman,West Virginia,2,79,1181,386,230,44,0.331,,0.618,14.9,4.9,2.9,0.6,-1.2,-0.049,,
1952,3,2,BLB,Jim Baechtold,Eastern Kentucky University,5,321,8256,3123,1009,685,0.388,,0.783,25.7,9.7,3.1,2.1,14.8,0.086,,
1952,4,3,FTW,Dick Groat,Duke,1,26,663,309,86,69,0.368,,0.79,25.5,11.9,3.3,2.7,2,0.148,,
1952,5,4,INO,Joe Dean,LSU,,,,,,,,,,,,,,,,,
1952,6,5,NYK,Ralph Polson,Whitworth,1,49,810,191,211,24,0.363,,0.635,16.5,3.9,4.3,0.5,0.8,0.047,,
1952,7,6,BOS,Bob Stauffer,Missouri,,,,,,,,,,,,,,,,,
1952,8,7,SYR,Bob Lochmueller,Louisville,1,62,802,232,162,47,0.322,,0.607,12.9,3.7,2.6,0.8,0.5,0.031,,
1952,9,8,ROC,Chuck Darling,Iowa,,,,,,,,,,,,,,,,,
1952,10,9,MNL,Clyde Lovellette,Kansas,11,704,19075,11947,6663,1097,0.443,,0.757,27.1,17,9.5,1.6,70.6,0.178,,
1952,11,,BOS,Jim Iverson,Kansas State,,,,,,,,,,,,,,,,,
1952,12,,PHW,Walt Davis,Texas A&M,5,325,5344,1558,1397,231,0.377,,0.695,16.4,4.8,4.3,0.7,4.8,0.043,,
1952,13,,BOS,J.C. Maze,Texas State University,,,,,,,,,,,,,,,,,
1952,14,,BOS,Herm Hedderick,Canisius,1,5,23,4,4,2,0.222,,0,4.6,0.8,0.8,0.4,-0.1,-0.232,,
1952,15,,BOS,Don Johnson,Oklahoma State,,,,,,,,,,,,,,,,,
1952,16,,BOS,Jim Buchanan,Nebraska,,,,,,,,,,,,,,,,,
1952,17,,BOS,Fred Eydt,Cornell,,,,,,,,,,,,,,,,,
1952,18,,BOS,Gordon Mungier,Spring Hill College,,,,,,,,,,,,,,,,,
1952,19,,BOS,Jim Dilling,Holy Cross,,,,,,,,,,,,,,,,,
1952,20,,BOS,Gene Conley,Washington State,6,351,5791,2069,2212,201,0.371,,0.657,16.5,5.9,6.3,0.6,5.1,0.042,,
1952,21,,BLB,Blaine Denning,Lawrence Technological University,1,1,9,5,4,0,0.4,,1,9,5,4,0,0,0.095,,
1952,22,,BLB,Chuck Grigsby,Dayton,1,7,45,16,11,7,0.368,,0.25,6.4,2.3,1.6,1,0,-0.042,,
1952,23,,BLB,Frank Guisness,Washington,,,,,,,,,,,,,,,,,
1952,24,,BLB,Bill Lea,Missouri State University,,,,,,,,,,,,,,,,,
1952,25,,BLB,Mike Magula,Youngstown State University,,,,,,,,,,,,,,,,,
1952,26,,BLB,Bud Penwell,Oklahoma City University,,,,,,,,,,,,,,,,,
1952,27,,BLB,Bob Peterson,Oregon,3,103,1342,479,389,78,0.386,,0.669,13,4.7,3.8,0.8,1.5,0.052,,
1952,28,,BLB,Art Press,McDaniel College,,,,,,,,,,,,,,,,,
1952,29,,BLB,Bob Priddy,New Mexico State,1,16,149,36,36,7,0.368,,0.571,9.3,2.3,2.3,0.4,0,0.006,,
1952,30,,BLB,Benny Purcell,Murray State,,,,,,,,,,,,,,,,,
1952,31,,BLB,Jim Walsh,Stanford,1,10,72,20,15,8,0.185,,0.588,7.2,2,1.5,0.8,-0.2,-0.106,,
1952,32,,FTW,Bill Carlson,Fordham,,,,,,,,,,,,,,,,,
1952,33,,FTW,Hal Cerra,Duquesne,,,,,,,,,,,,,,,,,
1952,34,,FTW,Bob Clifton,Iowa,,,,,,,,,,,,,,,,,
1952,35,,FTW,Leo Corkery,St. Bonaventure,,,,,,,,,,,,,,,,,
1952,36,,FTW,Monk Meineke,Dayton,5,343,6782,2338,1626,433,0.367,,0.756,19.8,6.8,4.7,1.3,14.9,0.105,,
1952,37,,FTW,Jim Ramstead,Stanford,,,,,,,,,,,,,,,,,
1952,38,,FTW,Lee Terrill,NC State,,,,,,,,,,,,,,,,,
1952,39,,INO,Jay Handlan,Washington & Lee University,,,,,,,,,,,,,,,,,
1952,40,,INO,Bill Harrell,Siena College,,,,,,,,,,,,,,,,,
1952,41,,INO,Jim Hoverder,Central Missouri State University,,,,,,,,,,,,,,,,,
1952,42,,INO,Gene Rhodes,Western Kentucky,1,65,1162,337,98,91,0.319,,0.704,17.9,5.2,1.5,1.4,0.9,0.037,,
1952,43,,INO,Gordon Stauffer,Michigan State,,,,,,,,,,,,,,,,,
1952,44,,INO,Dale Toft,Denver,,,,,,,,,,,,,,,,,
1952,45,,INO,Skippy Whitaker,Kentucky,1,3,15,2,1,1,0.167,,,5,0.7,0.3,0.3,-0.1,-0.283,,
1952,46,,INO,Zeke Zawoluk,St. John's,3,179,3534,1210,732,217,0.372,,0.767,19.7,6.8,4.1,1.2,8.2,0.111,,
1952,47,,MLH,Pete Brewster,Purdue,,,,,,,,,,,,,,,,,
1952,48,,MLH,Roger Johnson,Arizona,,,,,,,,,,,,,,,,,
1952,49,,MLH,George McLeod,TCU,1,10,85,12,21,4,0.125,,0.533,8.5,1.2,2.1,0.4,-0.2,-0.115,,
1952,50,,MLH,Eddie Miller,Syracuse,2,142,3675,1452,1206,210,0.374,,0.692,25.9,10.2,8.5,1.5,5.1,0.066,,
1952,51,,MLH,Ab Nicholas,Wisconsin,,,,,,,,,,,,,,,,,
1952,52,,MLH,Dick Retherford,Baldwin-Wallace College,,,,,,,,,,,,,,,,,
1952,53,,MLH,John Snee,Clemson,,,,,,,,,,,,,,,,,
1952,54,,MLH,Jim Tackett,New Mexico,,,,,,,,,,,,,,,,,
1952,55,,MLH,Coyt Vance,Mississippi State,,,,,,,,,,,,,,,,,
1952,56,,MLH,Bobby Watson,Kentucky,1,63,702,175,87,79,0.323,,0.689,11.1,2.8,1.4,1.3,,,,
1952,57,,MNL,Tom Ackerman,West Liberty State College,,,,,,,,,,,,,,,,,
1952,58,,MNL,Jim Bishop,University of Southern Mississippi,,,,,,,,,,,,,,,,,
